A mu sigma m b halpha_flux
3.9494515779821544 6563.6564206225785 25.427298708983106 0.0012358057391722369 0.09816901508481807 251.72534961440067
2.582269321725186 6567.868830229779 34.49103617922549 0.0009545086731857943 -0.22817467307364542 223.25320973877805
5.447406338537503 6569.591802609471 22.347350263406934 -0.0002068423573915544 -0.38558218544945205 305.1446373442936
4.723344962486544 6567.022988717518 28.093821803126545 -0.0007652172175405564 -0.46094142018196593 332.6215801375257
4.939440820354959 6573.936963594576 25.715333657393064 0.001260930864606481 0.0046837558000483726 318.39034120064383
5.90018508673557 6569.260979013114 25.616521424814724 -0.000655751866186934 -0.5024682493095114 378.857356338988
4.756398241993681 6573.11792348857 29.929993905502133 0.0007400081593970524 -0.3624500058198246 356.84102033949443
4.210218204182955 6561.656650135985 22.925135284467565 0.0018976438643192842 -0.21260240310209044 241.93931465699745
3.490047145206532 6566.538436640158 26.497177609236427 0.0010410427885347332 -0.34217604535690843 231.80395664779462
3.771577625854844 6569.261452025427 31.550689919895735 -0.000658116327390436 -0.45521079536997583 298.2784278026987
2.7644540845280496 6564.75288843186 28.2565968344836 9.318838991453836e-05 -0.44473165588839203 195.80292280715105
4.9385129537182175 6569.982296461124 30.112556971035566 -0.0020914624578534215 -0.2693215109273061 372.7638307010161
4.234852204248468 6570.09458408239 22.590480589930163 0.0015769303448688187 0.0755057367486173 239.8024757492072
3.714617952634111 6571.490287209671 25.59488611836584 -0.0001757369769222392 -0.13508157292396666 238.31824336903725
4.183651907877585 6564.540485515393 18.557175975896193 0.0011785543126548582 -0.10844801684794003 194.60650948868286
5.450257924594626 6564.739225665119 21.174552310751626 0.0010555583457783663 -0.34132648950793193 289.2818766045311
3.144328990788443 6567.887925458746 30.243867486686714 0.001283552249254036 -0.15936383771050858 238.3720001707082
3.271956129497579 6566.658225405775 26.130537105842333 0.0017843824212897287 -0.14918082960396428 214.31163165882808
1.641580253537621 6557.1009567673 38.40586384591499 0.0004826356656902175 -0.03309835965580529 158.03365751574037
2.6532472327150365 6569.022691351432 29.283267388926628 -0.0026263577039898705 -0.332114616254377 194.75435916780563
4.1405999074867275 6559.947524413041 23.595681630222145 0.00010666052694684452 -0.0973613794063999 244.8982772066022
4.762337656179717 6568.829580224736 20.235903680558778 0.0015716819129091332 0.0634711807369907 241.56428345418541
