A mu sigma m b CIII_flux
4.106195521368082 1907.4317829085549 9.28618032589776 -0.00816772537323476 3.458474789529512 95.57992205400959
3.873266161097095 1904.5853208290155 9.040535751406411 -0.0028205436395920473 3.3371056870083255 87.77310133404751
4.154549013677188 1906.1765337993459 8.770997144143047 -0.0001880174272110612 3.372871915133643 91.34037509761541
4.123601183426966 1906.2016811211208 7.950753271331157 0.0024363665100876654 3.723561892252793 82.18165185652065
3.971066633250405 1906.2514825552967 9.6838029444147 0.0002699210169024408 3.539091740688844 96.39245736712127
3.404126289506195 1907.1203836266911 11.05765394120283 -0.0017418506464558794 3.5120187498042097 94.35362540073142
3.9972841933350836 1906.6259627974096 9.433567968957764 -0.001584024744242682 3.6110883749248326 94.52157362494385
3.84619654381606 1909.859634661854 9.215410491202315 -0.004948598455951406 3.424431159866872 88.84563437458435
3.272786664612924 1905.5074796269637 9.570447376706484 -0.004645854824282301 3.4569165617335904 78.51269240589681
3.89235916282586 1907.9955645093298 8.311479851576529 -0.0027346040349835923 3.6859974464172405 81.09259495978516
4.095494031777741 1907.0446608656077 8.472345049660102 0.00012167408354297592 3.496043230974025 86.9760872453268
3.662562168807774 1907.4285752537428 10.164999214312818 -0.006784304943598154 3.1688610363753664 93.32162419796798
4.734888576401457 1908.1648697567753 8.511200388275906 -0.007390182026971992 3.5394919060409236 101.01608044492068
3.897749236953976 1907.609836782955 8.163178091124644 -0.004547130579136674 3.58297463155768 79.75595152206942
4.458850992225228 1908.8602337019154 8.266681319206446 -0.006200660057259953 3.425942945193463 92.39406804779733
4.335069667560444 1907.1992921043322 9.186905795867268 -0.002119625226910065 3.282767242598545 99.82866848388429
3.748077332487686 1907.6102231557697 7.445685476267681 -0.005260990231291005 3.813673477016379 69.95248768907237
4.207953432079141 1906.5032966125073 8.786205400392289 -0.001323468174823558 3.4568476668428625 92.67491811680195
4.162762754492258 1908.4663235604887 9.922930378317375 -0.009700125074462723 3.3970518712484945 103.5408053333296
4.216360289583832 1908.2670688642193 10.667921985135383 -0.002081318940165154 3.354034472456565 112.74764506094104
4.210910468677131 1906.4557914896752 9.49205080319151 -0.004477189729617415 3.4695278830149565 100.19037354515197
3.828700829608148 1907.1437133164375 7.486160741320031 -0.003827119804621019 3.8361675764866576 71.84565599823301
3.7199351635005975 1908.1788052067184 11.120059503446939 -0.003350248589097258 3.392166678718162 103.68893546571984
